1,Agreement ID,Agreement Name,Trade Reference,Trade Date,Maturity Date,Exchanged Notional 1 Currency,Exchanged Notional 1 Amount,Exchanged Notional 2 Currency,Exchanged Notional 2 Amount,Product Type,Valuation Base Currency,Valuation Base Currency Amount,Valuation Date,Valuation Native Currency,Valuation Native Currency Amount,Effective Date,Buy/Sell,Put/Call,Strike Price,Underlying,Independent Amount Party A,Independent Amount Party B,Party A branch ID,Party A branch Name,Party B branch ID,Party B branch Name,ENTITYB_STATUS
4629,BA-00001,BA-00001,B-5204608,21/04/2006,16/01/2026,NOK,80000000,NOK,80000000,Interest Rate - Swaption,USD,580951.5349,27/09/2018,NOK,4841262.791,25/04/2006,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4630,BA-00001,BA-00001,B-5204609,28/09/2006,18/10/2030,NOK,85000000,NOK,85000000,Interest Rate - Swap,USD,506434.5197,27/09/2018,NOK,4220287.664,02/10/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4631,BA-00001,BA-00001,B-5204610,30/10/2014,07/10/2024,GBP,18000000,DKK,148320000,FX - Swap,USD,3063619.992,27/09/2018,GBP,2393453.118,03/11/2014,,,0.132,,,,3645457,EntityB,983400120,EntityA,Active
4632,BA-00001,BA-00001,B-5204611,08/05/2015,22/11/2023,GBP,75000000,GBP,75000000,Interest Rate - Swap Basis,USD,7064640.289,27/09/2018,GBP,5519250.225,12/05/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4633,BA-00001,BA-00001,B-5204612,09/08/2011,29/01/2026,DKK,75000000,CAD,15000000,Cross Currency - Swap,USD,-1209800.851,27/09/2018,DKK,-7561255.318,11/08/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4634,BA-00001,BA-00001,B-5204613,17/01/2014,08/11/2021,JPY,90000000,JPY,90000000,Interest Rate - Swaption,USD,20482.81235,27/09/2018,JPY,2275868.038,21/01/2014,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4635,BA-00001,BA-00001,B-5204614,04/02/2008,22/06/2026,EUR,61000000,GBP,55510000,FX - Swap,USD,-3585215.028,27/09/2018,EUR,-3090702.61,06/02/2008,,,0.216,EIB,,,3645457,EntityB,983400120,EntityA,Active
4636,BA-00001,BA-00001,B-5204615,03/12/2008,30/12/2020,EUR,59000000,EUR,59000000,Interest Rate - Swap Basis,USD,9323648.664,27/09/2018,EUR,8037628.159,05/12/2008,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4637,BA-00001,BA-00001,B-5204616,25/05/2009,24/06/2030,DKK,4000000,CAD,800000,FX - Swap,USD,49713.95841,27/09/2018,DKK,310712.2401,27/05/2009,,,0.13,,,,3645457,EntityB,983400120,EntityA,Active
4638,BA-00001,BA-00001,B-5204617,19/04/2010,26/11/2030,GBP,92000000,DKK,758080000,FX - Swap,USD,-3656779.723,27/09/2018,GBP,-2856859.159,21/04/2010,,,0.878,,,,3645457,EntityB,983400120,EntityA,Active
4639,BA-00001,BA-00001,B-5204618,22/10/2007,12/04/2024,AUD,72000000,USD,52560000,FX - Swap,USD,-5860814.3,27/09/2018,AUD,-8028512.74,24/10/2007,,,0.688,,,,3645457,EntityB,983400120,EntityA,Active
4640,BA-00001,BA-00001,B-5204619,18/02/2016,17/09/2019,SEK,77000000,SEK,77000000,Interest Rate - Swap Basis,USD,1160534.04,27/09/2018,SEK,10550309.45,22/02/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4641,BA-00001,BA-00001,B-5204620,30/06/2016,09/09/2030,AUD,45000000,SEK,301050000,Cross Currency - Swap,USD,4517033.208,27/09/2018,AUD,6187716.723,04/07/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4642,BA-00001,BA-00001,B-5204621,26/09/2014,21/02/2030,USD,62000000,USD,62000000,Interest Rate - Swaption,USD,626147.3113,27/09/2018,USD,626147.3113,30/09/2014,Receiver,Put,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4643,BA-00001,BA-00001,B-5204622,30/10/2013,16/11/2022,AUD,91000000,USD,66430000,Cross Currency - Swap,USD,955783.494,27/09/2018,AUD,1309292.458,01/11/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4644,BA-00001,BA-00001,B-5204623,24/04/2017,16/10/2028,DKK,61000000,DKK,61000000,Interest Rate - Swap Basis,USD,102439.6326,27/09/2018,DKK,640247.7039,26/04/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4645,BA-00001,BA-00001,B-5204624,08/07/2013,26/03/2027,GBP,53000000,DKK,436720000,FX - Swap,USD,4177697.534,27/09/2018,GBP,3263826.199,10/07/2013,,,0.376,,,,3645457,EntityB,983400120,EntityA,Active
4646,BA-00001,BA-00001,B-5204625,13/01/2006,08/03/2019,JPY,26000000,JPY,26000000,Interest Rate - Swap,USD,-14930.76226,27/09/2018,JPY,-1658973.584,17/01/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4647,BA-00001,BA-00001,B-5204626,02/03/2009,26/09/2022,EUR,14000000,GBP,12740000,FX - Swap,USD,-249793.8927,27/09/2018,EUR,-215339.5626,04/03/2009,,,0.762,EIB,,,3645457,EntityB,983400120,EntityA,Active
4648,BA-00001,BA-00001,B-5204627,27/11/2013,02/12/2024,EUR,78000000,EUR,78000000,Interest Rate - Swap,USD,1398032.751,27/09/2018,EUR,1205200.648,29/11/2013,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4649,BA-00001,BA-00001,B-5204628,29/12/2014,14/08/2020,EUR,15000000,EUR,15000000,Interest Rate - Swap Basis,USD,666887.9817,27/09/2018,EUR,574903.4325,31/12/2014,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4650,BA-00001,BA-00001,B-5204629,16/06/2008,31/07/2020,USD,78000000,USD,78000000,Interest Rate - Swap Basis,USD,-176232.3948,27/09/2018,USD,-176232.3948,18/06/2008,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4651,BA-00001,BA-00001,B-5204630,08/05/2007,05/09/2022,CAD,14000000,CAD,14000000,Interest Rate - Swap,USD,-238321.9045,27/09/2018,CAD,-309508.9668,10/05/2007,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4652,BA-00001,BA-00001,B-5204631,25/02/2013,11/11/2024,USD,85000000,USD,85000000,Interest Rate - Swap,USD,9679044.116,27/09/2018,USD,9679044.116,27/02/2013,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4653,BA-00001,BA-00001,B-5204632,23/05/2006,19/03/2021,CAD,67000000,CAD,67000000,Interest Rate - Swap Basis,USD,1077852.017,27/09/2018,CAD,1399807.815,25/05/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4654,BA-00001,BA-00001,B-5204633,10/08/2009,04/12/2028,AUD,70000000,USD,51100000,FX - Swap,USD,-6340089.524,27/09/2018,AUD,-8685054.142,12/08/2009,,,0.522,,,,3645457,EntityB,983400120,EntityA,Active
4655,BA-00001,BA-00001,B-5204634,02/02/2009,13/12/2021,SEK,58000000,SEK,58000000,Interest Rate - Swap,USD,31281.18596,27/09/2018,SEK,284374.4178,04/02/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4656,BA-00001,BA-00001,B-5204635,28/01/2011,28/03/2025,JPY,45000000,NOK,3375000,Cross Currency - Swap,USD,-57693.9278,27/09/2018,JPY,-6410436.423,01/02/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4657,BA-00001,BA-00001,B-5204636,28/06/2010,11/06/2030,CAD,95000000,CAD,95000000,Interest Rate - Swap,USD,-627700.0242,27/09/2018,CAD,-815194.8366,30/06/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4658,BA-00001,BA-00001,B-5204637,16/10/2007,10/12/2019,EUR,79000000,GBP,71890000,FX - Swap,USD,-5700433.683,27/09/2018,EUR,-4914166.968,18/10/2007,,,0.812,EIB,,,3645457,EntityB,983400120,EntityA,Active
4659,BA-00001,BA-00001,B-5204638,09/09/2013,27/08/2020,CHF,86000000,JPY,9729180000,FX - Swap,USD,-12486769.38,27/09/2018,CHF,-12241930.76,11/09/2013,,,0.646,,,,3645457,EntityB,983400120,EntityA,Active
4660,BA-00001,BA-00001,B-5204639,22/04/2013,16/03/2026,DKK,2000000,DKK,2000000,Interest Rate - Swap,USD,-23636.93802,27/09/2018,DKK,-147730.8626,24/04/2013,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4661,BA-00001,BA-00001,B-5204640,07/12/2009,13/06/2025,GBP,34000000,DKK,280160000,FX - Swap,USD,2186305.404,27/09/2018,GBP,1708051.097,09/12/2009,,,0.058,,,,3645457,EntityB,983400120,EntityA,Active
4662,BA-00001,BA-00001,B-5204641,16/06/2006,02/02/2026,GBP,6000000,GBP,6000000,Interest Rate - Swaption,USD,184696.5471,27/09/2018,GBP,144294.1774,20/06/2006,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4663,BA-00001,BA-00001,B-5204642,12/01/2009,01/12/2025,USD,6000000,USD,6000000,Interest Rate - Swap,USD,-308935.9555,27/09/2018,USD,-308935.9555,14/01/2009,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4664,BA-00001,BA-00001,B-5204643,27/10/2016,07/08/2026,JPY,74000000,JPY,74000000,Interest Rate - Swap Basis,USD,-51633.14748,27/09/2018,JPY,-5737016.386,31/10/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4665,BA-00001,BA-00001,B-5204644,24/05/2006,08/12/2026,USD,83000000,EUR,71380000,Cross Currency - Swap,USD,2654835.165,27/09/2018,USD,2654835.165,26/05/2006,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4666,BA-00001,BA-00001,B-5204645,02/12/2008,13/04/2028,NOK,52000000,NOK,52000000,Interest Rate - Swaption,USD,189607.9669,27/09/2018,NOK,1580066.391,04/12/2008,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4667,BA-00001,BA-00001,B-5204646,10/12/2009,20/04/2026,SEK,45000000,SEK,45000000,Interest Rate - Swap,USD,551906.1269,27/09/2018,SEK,5017328.426,14/12/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4668,BA-00001,BA-00001,B-5204647,20/07/2010,27/05/2030,USD,51000000,EUR,43860000,Cross Currency - Swap,USD,-6925483.613,27/09/2018,USD,-6925483.613,22/07/2010,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4669,BA-00001,BA-00001,B-5204648,02/11/2006,06/01/2026,GBP,77000000,GBP,77000000,Interest Rate - Swap,USD,-13044920.94,27/09/2018,GBP,-10191344.48,06/11/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4670,BA-00001,BA-00001,B-5204649,10/05/2018,31/03/2023,USD,96000000,USD,96000000,Interest Rate - Swaption,USD,7799597.362,27/09/2018,USD,7799597.362,14/05/2018,Receiver,Call,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4671,BA-00001,BA-00001,B-5204650,28/01/2008,13/06/2019,GBP,11000000,DKK,90640000,Cross Currency - Swap,USD,-1570953.673,27/09/2018,GBP,-1227307.557,30/01/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4672,BA-00001,BA-00001,B-5204651,24/10/2006,05/04/2029,EUR,17000000,GBP,15470000,FX - Swap,USD,-2212501.563,27/09/2018,EUR,-1907328.934,26/10/2006,,,0.094,EIB,,,3645457,EntityB,983400120,EntityA,Active
4673,BA-00001,BA-00001,B-5204652,30/09/2010,03/11/2023,AUD,87000000,SEK,582030000,FX - Swap,USD,-9525196.219,27/09/2018,AUD,-13048214,04/10/2010,,,0.724,,,,3645457,EntityB,983400120,EntityA,Active
4674,BA-00001,BA-00001,B-5204653,26/07/2010,23/08/2024,GBP,82000000,DKK,675680000,FX - Swap,USD,-6127864.106,27/09/2018,GBP,-4787393.833,28/07/2010,,,0.894,,,,3645457,EntityB,983400120,EntityA,Active
4675,BA-00001,BA-00001,B-5204654,23/07/2015,04/09/2019,USD,20000000,USD,20000000,Interest Rate - Swap,USD,-2834026.729,27/09/2018,USD,-2834026.729,27/07/2015,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4676,BA-00001,BA-00001,B-5204655,29/05/2012,18/04/2023,EUR,3000000,GBP,2730000,FX - Swap,USD,-408142.3985,27/09/2018,EUR,-351846.8952,31/05/2012,,,0.766,EIB,,,3645457,EntityB,983400120,EntityA,Active
4677,BA-00001,BA-00001,B-5204656,12/01/2015,21/01/2028,NOK,31000000,NOK,31000000,Interest Rate - Swap Basis,USD,-261220.1355,27/09/2018,NOK,-2176834.462,14/01/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4678,BA-00001,BA-00001,B-5204657,05/12/2011,30/11/2021,JPY,49000000,NOK,3675000,Cross Currency - Swap,USD,-17498.66227,27/09/2018,JPY,-1944295.808,07/12/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4679,BA-00001,BA-00001,B-5204658,08/03/2010,25/05/2026,DKK,14000000,DKK,14000000,Interest Rate - Swap,USD,-10120.44158,27/09/2018,DKK,-63252.75987,10/03/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4680,BA-00001,BA-00001,B-5204659,21/11/2007,23/08/2021,NOK,14000000,NOK,14000000,Interest Rate - Swaption,USD,220386.5297,27/09/2018,NOK,1836554.414,23/11/2007,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4681,BA-00001,BA-00001,B-5204660,16/02/2010,04/03/2024,USD,30000000,EUR,25800000,FX - Swap,USD,4111042.974,27/09/2018,USD,4111042.974,18/02/2010,,,0.202,LIB,,,3645457,EntityB,983400120,EntityA,Active
4682,BA-00001,BA-00001,B-5204661,11/07/2016,06/01/2021,GBP,18000000,GBP,18000000,Interest Rate - Swap,USD,188942.2954,27/09/2018,GBP,147611.1683,13/07/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4683,BA-00001,BA-00001,B-5204662,05/02/2015,01/08/2019,JPY,100000000,JPY,100000000,Interest Rate - Swap,USD,79022.32569,27/09/2018,JPY,8780258.41,09/02/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4684,BA-00001,BA-00001,B-5204663,18/08/2008,03/08/2027,AUD,32000000,AUD,32000000,Interest Rate - Swaption,USD,-2445427.789,27/09/2018,AUD,-3349901.081,20/08/2008,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4685,BA-00001,BA-00001,B-5204664,08/02/2016,30/03/2026,DKK,52000000,DKK,52000000,Interest Rate - Swap,USD,587591.7391,27/09/2018,DKK,3672448.369,10/02/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4686,BA-00001,BA-00001,B-5204665,03/01/2008,12/06/2028,JPY,60000000,NOK,4500000,Cross Currency - Swap,USD,-15819.2814,27/09/2018,JPY,-1757697.934,07/01/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4687,BA-00001,BA-00001,B-5204666,14/04/2010,22/06/2020,JPY,35000000,JPY,35000000,Interest Rate - Swap Basis,USD,17141.00601,27/09/2018,JPY,1904556.224,16/04/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4688,BA-00001,BA-00001,B-5204667,13/08/2015,18/03/2024,CHF,48000000,CHF,48000000,Interest Rate - Swaption,USD,6135893.592,27/09/2018,CHF,6015581.953,17/08/2015,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4689,BA-00001,BA-00001,B-5204668,27/09/2011,29/01/2020,CHF,2000000,CHF,2000000,Interest Rate - Swap Basis,USD,-295335.3634,27/09/2018,CHF,-289544.4739,29/09/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4690,BA-00001,BA-00001,B-5204669,20/06/2011,20/09/2021,SEK,100000000,SEK,100000000,Interest Rate - Swaption,USD,947513.3861,27/09/2018,SEK,8613758.055,22/06/2011,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4691,BA-00001,BA-00001,B-5204670,12/01/2018,02/08/2019,DKK,82000000,DKK,82000000,Interest Rate - Swaption,USD,-1161487.7,27/09/2018,DKK,-7259298.123,16/01/2018,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4692,BA-00001,BA-00001,B-5204671,03/06/2013,13/03/2030,SEK,3000000,SEK,3000000,Interest Rate - Swap Basis,USD,-45161.34411,27/09/2018,SEK,-410557.6737,05/06/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4693,BA-00001,BA-00001,B-5204672,16/02/2010,31/08/2021,AUD,51000000,AUD,51000000,Interest Rate - Swap,USD,1570014.218,27/09/2018,AUD,2150704.408,18/02/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4694,BA-00001,BA-00001,B-5204673,12/06/2018,19/05/2025,JPY,56000000,JPY,56000000,Interest Rate - Swap Basis,USD,35322.96319,27/09/2018,JPY,3924773.688,14/06/2018,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4695,BA-00001,BA-00001,B-5204674,01/08/2011,28/01/2026,USD,98000000,USD,98000000,Interest Rate - Swap Basis,USD,-334804.1285,27/09/2018,USD,-334804.1285,03/08/2011,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4696,BA-00001,BA-00001,B-5204675,03/02/2006,25/11/2019,DKK,91000000,DKK,91000000,Interest Rate - Swap Basis,USD,-1167286.472,27/09/2018,DKK,-7295540.451,07/02/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4697,BA-00001,BA-00001,B-5204676,19/04/2010,01/03/2023,JPY,54000000,NOK,4050000,Cross Currency - Swap,USD,-22981.63055,27/09/2018,JPY,-2553514.506,21/04/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4698,BA-00001,BA-00001,B-5204677,15/01/2018,12/12/2028,DKK,6000000,DKK,6000000,Interest Rate - Swap Basis,USD,99957.36867,27/09/2018,DKK,624733.5542,17/01/2018,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4699,BA-00001,BA-00001,B-5204678,17/11/2010,12/08/2020,EUR,24000000,GBP,21840000,FX - Swap,USD,-1163035.605,27/09/2018,EUR,-1002616.901,19/11/2010,,,0.324,EIB,,,3645457,EntityB,983400120,EntityA,Active
4700,BA-00001,BA-00001,B-5204679,22/11/2010,03/10/2025,CAD,17000000,CAD,17000000,Interest Rate - Swap Basis,USD,-74512.02549,27/09/2018,CAD,-96768.86427,24/11/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4701,BA-00001,BA-00001,B-5204680,09/12/2011,01/10/2030,CAD,43000000,CAD,43000000,Interest Rate - Swap Basis,USD,-335896.4771,27/09/2018,CAD,-436229.191,13/12/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4702,BA-00001,BA-00001,B-5204681,19/10/2007,26/05/2020,USD,37000000,USD,37000000,Interest Rate - Swap,USD,-2082044.175,27/09/2018,USD,-2082044.175,23/10/2007,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4703,BA-00001,BA-00001,B-5204682,19/01/2009,28/08/2029,AUD,98000000,AUD,98000000,Interest Rate - Swaption,USD,-5800792.84,27/09/2018,AUD,-7946291.562,21/01/2009,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4704,BA-00001,BA-00001,B-5204683,07/12/2017,11/01/2027,JPY,45000000,JPY,45000000,Interest Rate - Swaption,USD,34477.49647,27/09/2018,JPY,3830832.942,11/12/2017,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4705,BA-00001,BA-00001,B-5204684,29/12/2008,02/07/2026,CAD,38000000,CAD,38000000,Interest Rate - Swap Basis,USD,-3148713.065,27/09/2018,CAD,-4089237.747,31/12/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4706,BA-00001,BA-00001,B-5204685,15/05/2017,12/11/2018,GBP,4000000,GBP,4000000,Interest Rate - Swap Basis,USD,-98154.39687,27/09/2018,GBP,-76683.12255,17/05/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4707,BA-00001,BA-00001,B-5204686,25/11/2013,21/01/2028,USD,14000000,USD,14000000,Interest Rate - Swap Basis,USD,1491471.791,27/09/2018,USD,1491471.791,27/11/2013,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4708,BA-00001,BA-00001,B-5204687,24/11/2016,23/04/2029,CHF,85000000,CHF,85000000,Interest Rate - Swap Basis,USD,5102267.383,27/09/2018,CHF,5002222.924,28/11/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4709,BA-00001,BA-00001,B-5204688,05/11/2015,27/05/2021,SEK,58000000,CHF,6380000,Cross Currency - Swap,USD,-886893.3568,27/09/2018,SEK,-8062666.88,09/11/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4710,BA-00001,BA-00001,B-5204689,07/04/2017,17/04/2026,NOK,58000000,NOK,58000000,Interest Rate - Swap,USD,-828989.6999,27/09/2018,NOK,-6908247.499,11/04/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4711,BA-00001,BA-00001,B-5204690,29/09/2015,18/08/2025,GBP,7000000,GBP,7000000,Interest Rate - Swap Basis,USD,1113637.937,27/09/2018,GBP,870029.6386,01/10/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4712,BA-00001,BA-00001,B-5204691,31/08/2006,26/08/2027,CAD,4000000,CAD,4000000,Interest Rate - Swaption,USD,-417264.0168,27/09/2018,CAD,-541901.3205,04/09/2006,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4713,BA-00001,BA-00001,B-5204692,01/03/2010,16/02/2022,CHF,59000000,CHF,59000000,Interest Rate - Swap,USD,-7048377.007,27/09/2018,CHF,-6910173.536,03/03/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4714,BA-00001,BA-00001,B-5204693,22/10/2010,05/01/2023,SEK,45000000,SEK,45000000,Interest Rate - Swap Basis,USD,-532016.5261,27/09/2018,SEK,-4836513.874,26/10/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4715,BA-00001,BA-00001,B-5204694,27/02/2006,08/05/2019,USD,75000000,USD,75000000,Interest Rate - Swap Basis,USD,-71157.70462,27/09/2018,USD,-71157.70462,01/03/2006,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4716,BA-00001,BA-00001,B-5204695,27/02/2006,25/05/2028,GBP,8000000,DKK,65920000,Cross Currency - Swap,USD,-941770.9803,27/09/2018,GBP,-735758.5784,01/03/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4717,BA-00001,BA-00001,B-5204696,07/01/2013,27/09/2022,GBP,100000000,DKK,824000000,Cross Currency - Swap,USD,-12036360.38,27/09/2018,GBP,-9403406.55,09/01/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4718,BA-00001,BA-00001,B-5204697,28/09/2015,31/03/2025,EUR,29000000,GBP,26390000,FX - Swap,USD,-3372399.767,27/09/2018,EUR,-2907241.179,30/09/2015,,,0.7,EIB,,,3645457,EntityB,983400120,EntityA,Active
4719,BA-00001,BA-00001,B-5204698,06/02/2017,05/05/2023,EUR,81000000,EUR,81000000,Interest Rate - Swap Basis,USD,-3614052.975,27/09/2018,EUR,-3115562.909,08/02/2017,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
4720,BA-00001,BA-00001,B-5204699,02/08/2017,13/05/2020,GBP,45000000,GBP,45000000,Interest Rate - Swap,USD,-1201237.155,27/09/2018,GBP,-938466.5277,04/08/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4721,BA-00001,BA-00001,B-5204700,03/07/2015,06/09/2027,CAD,2000000,CAD,2000000,Interest Rate - Swap,USD,191832.5735,27/09/2018,CAD,249133.2124,07/07/2015,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4722,BA-00001,BA-00001,B-5204701,26/09/2007,18/08/2026,AUD,67000000,AUD,67000000,Interest Rate - Swap Basis,USD,4534388.776,27/09/2018,AUD,6211491.474,28/09/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4723,BA-00001,BA-00001,B-5204702,07/04/2016,28/11/2018,CAD,85000000,CAD,85000000,Interest Rate - Swap,USD,8659109.455,27/09/2018,CAD,11245596.69,11/04/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4724,BA-00001,BA-00001,B-5204703,10/10/2017,26/11/2029,GBP,67000000,DKK,552080000,FX - Swap,USD,-9497717.418,27/09/2018,GBP,-7420091.733,12/10/2017,,,0.05,,,,3645457,EntityB,983400120,EntityA,Active
4725,BA-00001,BA-00001,B-5204704,19/01/2010,20/08/2026,CHF,79000000,CHF,79000000,Interest Rate - Swap,USD,475659.5542,27/09/2018,CHF,466332.8963,21/01/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4726,BA-00001,BA-00001,B-5204705,02/04/2009,21/01/2030,GBP,11000000,DKK,90640000,Cross Currency - Swap,USD,505129.3065,27/09/2018,GBP,394632.2707,06/04/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4727,BA-00001,BA-00001,B-5204706,14/03/2008,08/03/2030,USD,52000000,USD,52000000,Interest Rate - Swap,USD,2925364.125,27/09/2018,USD,2925364.125,18/03/2008,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4728,BA-00001,BA-00001,B-5204707,10/07/2017,19/02/2030,NOK,38000000,NOK,38000000,Interest Rate - Swaption,USD,-330327.5597,27/09/2018,NOK,-2752729.664,12/07/2017,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
4729,BA-00001,BA-00001,B-5204708,24/03/2006,31/05/2027,JPY,78000000,JPY,78000000,Interest Rate - Swap Basis,USD,64849.67211,27/09/2018,JPY,7205519.123,28/03/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
4730,BA-00001,BA-00001,B-5204709,30/03/2018,26/08/2024,SEK,67000000,SEK,67000000,Interest Rate - Swaption,USD,-1033200.85,27/09/2018,SEK,-9392735.004,03/04/2018,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
4731,BA-00001,BA-00001,B-5204710,01/02/2006,01/09/2025,USD,65000000,USD,65000000,Interest Rate - Swap,USD,-1871208.865,27/09/2018,USD,-1871208.865,03/02/2006,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
4732,BA-00001,BA-00001,B-5204711,17/04/2014,21/08/2019,SEK,92000000,SEK,92000000,Interest Rate - Swap,USD,-438493.1987,27/09/2018,SEK,-3986301.806,21/04/2014,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
4733,BA-00001,BA-00001,B-5204712,07/05/2012,28/07/2025,SEK,6000000,CHF,660000,FX - Swap,USD,60870.75752,27/09/2018,SEK,553370.5229,09/05/2012,,,0.07,,,,3645457,EntityB,983400120,EntityA,Active
